"","X","MID","condition","side","party","Q1.att_1","Q2.attT2_1","Q3.congruent","Q4.fitworldview","Q5.morals","Q6.important","Q7.coremoral","Q8.elab.deep","Q8.elab.effort","Q8.elab.thought","Q9.lib.simval","Q10.cons.simval","recep1.arg","recep2.arg","recep3.gen","recep4.gen","dem.gender","dem.age","dem.eth","dem.ideology","argument.x","att.check","username","timer","argument.y","Exclude."
"470",470,"359dc980","control","in favor of","",15,90,7,7,7,6,7,7,7,7,6,2,7,7,6,7,2,2,1,3,"It would provide all Americans with a basic level of economic security. It would guarantee cash for everyone, regardless of income level or employment status. So no one has to worry about how theyâ€™re going to pay for a place to live.  / ",3,"234c12b0",1,"It would provide all Americans with a basic level of economic security. It would guarantee cash for everyone, regardless of income level or employment status. So no one has to worry about how theyÕre going to pay for a place to live.  / ",""
"471",471,"8ee9e79f","same party argument","against","liberal",75,50,3,3,2,4,5,4,5,5,3,2,5,5,5,5,1,2,6,3,"The government may not consider unexpected expenses when calculating a UBI. The government also may not increase the UBI at the same rate the cost of living increases. A UBI may not be a livable wage in certain areas of the United States.",2,"c99960d6",239,"The government may not consider unexpected expenses when calculating a UBI. The government also may not increase the UBI at the same rate the cost of living increases. A UBI may not be a livable wage in certain areas of the United States.",""
"472",472,"50aa6c5d","opposing party argument","against","conservative",75,68,2,5,2,1,3,4,6,7,5,2,5,6,5,5,1,2,6,2,"I own my own business and work 60 hours a week and bring home six figures to support my family. It's ridiculous to ask me to agree to continue to work this hard for lower pay or because someone who works in a lower level job at 38 hours weeks needs to make more money.  They can get a second job or find a better one. ",3,"783cac42",406,"I own my own business and work 60 hours a week and bring home six figures to support my family. It's ridiculous to ask me to agree to continue to work this hard for lower pay or because someone who works in a lower level job at 38 hours weeks needs to make more money.  They can get a second job or find a better one. ",""
"473",473,"55bfbe8","same party argument","against","conservative",84,84,6,7,7,5,4,6,5,6,3,4,3,2,3,2,1,3,6,5,"a person should only receive what they work for. If we are just going to hand out money, will anyone ever want to work. Isn't food assistance enough?",3,"563ac00e",840,"a person should only receive what they work for. If we are just going to hand out money, will anyone ever want to work. Isn't food assistance enough?",""
"474",474,"236f13a9","control","in favor of","",0,0,6,6,5,3,6,5,5,6,3,5,2,2,1,1,1,3,6,6,"It would provide a base level of income to those who currently may earn less. This may benefit those specific individuals.",3,"27cb64b",1,"It would provide a base level of income to those who currently may earn less. This may benefit those specific individuals.",""
"475",475,"9114592d","control","in favor of","",0,10,4,5,5,1,1,4,5,2,5,3,4,4,4,3,1,2,6,3,"The UBI would tax the rich more, large companies, etc. I don't think that we should rely on the govt to provide everything for us. The govt would have to define what ""basic"" needs are, which can defined differently by every human.",3,"21983096",1,"The UBI would tax the rich more, large companies, etc. I don't think that we should rely on the govt to provide everything for us. The govt would have to define what ""basic"" needs are, which can defined differently by every human.",""
"476",476,"18302350","control","against","",75,50,1,4,4,4,7,7,7,7,2,6,7,7,7,7,1,5,1,6,"As this would certainly help some individuals, people with means would not need it.",3,"df86887f",1,"As this would certainly help some individuals, people with means would not need it.",""
"477",477,"c8c98286","opposing party argument","against","conservative",100,100,7,7,7,5,7,5,5,7,4,2,2,2,7,1,1,2,1,2,"that it would be paid for by people who work to support people who don't. I don't think it's fair that someone who doesn't have to have a job can receive money from the taxes taken out of the money that I work for. And I don't think that there should be decreases in spending in other areas in order to provide that. I don't think there should be foodstamps either. ",3,"362d487b",244,"that it would be paid for by people who work to support people who don't. I don't think it's fair that someone who doesn't have to have a job can receive money from the taxes taken out of the money that I work for. And I don't think that there should be decreases in spending in other areas in order to provide that. I don't think there should be foodstamps either. ",""
"478",478,"cf730a41","control","in favor of","",1,0,5,6,6,6,6,4,4,6,4,5,6,6,1,1,1,4,6,3,"No one should be homeless or starving.",3,"e6038894",1,"No one should be homeless or starving.",""
"479",479,"9bba717b","opposing party argument","against","liberal",64,67,3,3,4,5,5,6,7,7,2,6,4,3,6,5,1,5,6,6,"Not everyone can live inside this amount. Some have worked years also and ome have never worked. Not a fair idea.",3,"a7c93b22",790,"Not everyone can live inside this amount. Some have worked years also and ome have never worked. Not a fair idea.",""
"480",480,"64c7f739","control","in favor of","",24,17,5,4,4,6,4,3,3,4,5,2,4,3,2,2,1,1,1,3,"Everyone with a job would be provided with the basis to sustain themselves without government assistance.",3,"d0b040c8",1,"Everyone with a job would be provided with the basis to sustain themselves without government assistance.",""
"481",481,"144b9f85","same party argument","in favor of","conservative",0,0,7,7,7,1,1,7,4,6,1,7,4,4,1,4,2,5,6,5,"It would level the field between the haves and have nots.",3,"6ef8cf99",437,"It would level the field between the haves and have nots.",""
"482",482,"7c30ac4a","opposing party argument","against","conservative",72,72,3,3,4,7,5,7,7,7,5,2,4,4,3,3,2,4,3,3,"The UBI urges people to be lazy and not look for work, and not educate themselves for work. It will be a financial drain on those who work, and will sap the finances of entrepreneurs who could use the money to create new jobs.",3,"8b6adb7c",928,"The UBI urges people to be lazy and not look for work, and not educate themselves for work. It will be a financial drain on those who work, and will sap the finances of entrepreneurs who could use the money to create new jobs.",""
"483",483,"2b575df5","same party argument","against","liberal",88,50,1,1,1,3,6,6,7,7,7,2,6,6,4,5,1,1,6,1,"UBI's are not necessary for the upper class of society because they can already provide more than enough on their own. This money should be proportional based on income, with those with lower incomes receiving more. ",3,"f213c969",738,"UBI's are not necessary for the upper class of society because they can already provide more than enough on their own. This money should be proportional based on income, with those with lower incomes receiving more. ",""
"484",484,"3b7fd517","same party argument","in favor of","liberal",6,10,5,6,6,3,6,5,6,6,5,2,4,5,5,6,1,1,2,2,"The 1 percent in this country makes an astronomical amount of money while the lower class really struggles. It's unfair that only a handful of people really benefit at the expense of millions. With a universal basic income, everyone will have the opportunity to prosper and contribute more than they do now.",3,"c87a89bc",282,"The 1 percent in this country makes an astronomical amount of money while the lower class really struggles. It's unfair that only a handful of people really benefit at the expense of millions. With a Universal Basic Income, everyone will have the opportunity to prosper and contribute more than they do now.",""
"485",485,"4d71d9e3","same party argument","in favor of","liberal",24,40,3,2,2,3,5,5,5,5,5,4,4,4,5,5,1,3,6,3,"All citizens should have access to suitable housing and a balanced diet. With the implementation of a UBI, poverty could be eliminated and the gaps between the classes minimized.  Government funds could be redirected towards common goals.",2,"a4c8e424",577,"All citizens should have access to suitable housing and a balanced diet. With the implementation of a UBI, poverty could be eliminated and the gaps between the classes minimized.  Government funds could be redirected towards common goals.",""
