ID,study.F,cond,cond.F,att1_1,att1_2,att1_3,base_mor,base_prac,base_cons,base_know,base_emo,att2_1,att2_2,att2_3,resp1,resp2,resp3,resp4,resp5,resp6,essMoral,essPrac,poli_soc,poli_econ,age,gender,d_gen_4_TEXT,language,d_lang_10_TEXT,Th1VA,Th2VA,Th3VA,Th4VA,Th5VA,Th6VA,Th1VB,Th2VB,Th3VB,Th4VB,Th5VB,Th6VB,duplicatedIP
R_d4mW2yIfP7bcsWB,Study 1B,1,Practical Message,2,3,4,5,4,1,4,3,3,4,4,This doesnt make sense,Why would that help anything,I dont agree with this article,NA,NA,NA,4,5,4,5,30,Female,NA,English,NA,2,3,2,NA,NA,NA,2,3,2,NA,NA,NA,FALSE
R_1OOcacfaw43X7SK,Study 1B,-1,Moral Message,3,4,4,4,4,5,4,4,-1,-1,-1,How can it be so bad for the land scape around it?,How can we make it better for the animals?,What would be the better sets to reduce the waste that it leaves,SO what should we be doing instead of recycling?,NA,NA,6,6,1,1,32,Female,NA,English,NA,3,3,3,3,NA,NA,3,3,4,3,NA,NA,FALSE
R_2OMuRetR0YmUegb,Study 1B,1,Practical Message,4,4,4,5,5,3,5,3,1,1,1,I want to at least try and do something good for the environment.,The point about the extra trucks needed to pick up recycling is true.,I wonder what other ways I can help the environment besides recycling.,NA,NA,NA,4,7,2,2,53,Female,NA,English,NA,2,1,3,NA,NA,NA,2,1,2,NA,NA,NA,TRUE
R_3KxBAQBK3ofpe2L,Study 1B,-1,Moral Message,4,4,4,4,4,3,4,4,3,3,3,"I thought unfavorable of the downsides to recycling, it was a good effort but i di not feel it was good enough because there re means and way to prevent animal death due to recycling trucks.",I felt like the gain of recycling out ways the negatives.,I thought the problem was not due to recycling but due to careless pet owners,I thought not everyone has pets so not everyone would be concerned about that downside.,I thought there were other ways to tackle this problem than to blame recycling.,Recycling does not always involve the use of trucks.,5,2,4,2,25,Female,NA,English,NA,2,2,3,3,3,3,2,2,2,3,2,3,FALSE
R_08Q7vCtWGgnRumZ,Study 1B,1,Practical Message,4,4,4,4,5,1,3,2,0,0,0,"I still believe recycling paper would be good, because it helps to protect the forest",Scientists should find more economical and efficient methods to recycle,NA,NA,NA,NA,2,6,2,2,30,Male,NA,English,NA,2,3,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_vCv6A8bDTeDlhMB,Study 1B,-1,Moral Message,4,4,4,4,3,3,3,4,1,1,1,I did not know about the pollution that was caused by recycling.,It makes me feel bad hearing that more household animals are dying because of the large amounts of trucks.,I never even considered a downside to recycling,NA,NA,NA,6,5,3,3,22,Male,NA,English,NA,3,3,3,NA,NA,NA,1,1,3,NA,NA,NA,FALSE
R_1H8mQ58RQk5WBH3,Study 1B,1,Practical Message,4,4,4,3,4,3,4,3,-3,-3,-3,I always thought recycling was good but i never thought about the proccess of recycling and how bad it is,It's crazy the impact it has on alot of different things like water and air quality near the plant,who knew it would cost so much to recycle and require so much extra like trucks and energy inneficient plants,NA,NA,NA,6,6,3,3,26,Female,NA,English,NA,1,1,3,NA,NA,NA,3,1,1,NA,NA,NA,TRUE
R_ukwh3iRC2GvHEwp,Study 1B,-1,Moral Message,4,4,4,5,5,1,3,1,3,3,3,Making decisions based off emotion is a very dumb thing to do,Messing up the air is bad,Killing plants is bad,Pets should be kept inside,Some resources are finite and should always be recycled,NA,6,3,5,3,29,Male,NA,English,NA,4,3,3,4,2,NA,2,4,4,4,2,NA,FALSE
R_2qEMWWvZc3faDAa,Study 1B,-1,Moral Message,4,3,4,3,3,4,3,4,3,3,4,I still support recycling,Recycling is very good for the environment.,NA,NA,NA,NA,4,6,2,2,21,Male,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_2fcSshbUoo92lfQ,Study 1B,1,Practical Message,-1,-4,3,4,3,1,3,4,0,-4,3,na,na,na,na,na,na,3,2,1,1,23,Female,NA,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_1Qapyc7pAOkQdXP,Study 1B,-1,Moral Message,4,4,4,5,5,1,5,1,4,4,4,This is a stupid argument.  This totally ignores all the pollution and harm nonrecycled products already produce,This is an argument to improve how recycling should be done.  It has nothing to do with recycling itself.,NA,NA,NA,NA,4,5,1,2,45,Male,NA,English,NA,2,3,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_z0wGIU1Orqh9seR,Study 1B,-1,Moral Message,1,-1,-1,3,3,2,2,3,-1,-1,-2,Stop manufacturing the things that need to be recycled.,I'm not keen on eating wood shavings in my food such as shredded cheese.,"I know that two trucks are not necessary for each route or whatever is going on. Garbage is gone through regardless when it gets where it is going. If it's sorting that bothering folks, the sorting gets done.",There are places that have serious smog problems but I don't know if blame can be put on recycling.,Fine the driver for hitting family pets.,What about the water?,7,5,4,5,64,Female,NA,English,NA,3,4,3,3,3,3,3,4,3,3,4,3,FALSE
R_1etr0Kzhn2VFbSi,Study 1B,1,Practical Message,1,2,3,3,3,4,4,5,2,3,3,positive in regards to recycling,great ideas and concerns,i need to recycle more,recycling will help the environment greatly,NA,NA,2,3,4,4,35,Female,NA,English,NA,2,1,2,2,NA,NA,2,1,2,2,NA,NA,FALSE
R_3suheK889xQMtxD,Study 1B,-1,Moral Message,4,4,4,4,1,1,4,1,-2,-2,-2,I had no idea recycling was so bad.,"If it's doing that to the animals, think of the effects it's having on the people.",It's obviously not a good thing if it's changing the plant life in surrounding areas.,NA,NA,NA,7,7,4,4,29,Female,NA,English,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,FALSE
R_1r2PjNZZUrc4qKs,Study 1B,1,Practical Message,4,3,3,4,4,2,3,5,4,3,4,Why is this focused on economy?,There are other considerations other than cost effectiveness.,"Why wouldn't landfills leak chemicals? Maybe not treatment chemicals, but I doubt nothing at all ever gets into water supply.",Are landfills cost effective?,NA,NA,1,7,1,3,40,Male,NA,English,NA,3,3,3,3,NA,NA,3,3,2,3,NA,NA,FALSE
R_3MKdH5Osi6RVMS2,Study 1B,-1,Moral Message,1,0,0,1,2,1,2,1,0,-1,-1,I thought that the arguments were a little extreme,I thought the arguments were very hard to believe,I would want more proof of what the article stated,NA,NA,NA,6,4,4,5,44,Male,NA,English,NA,2,2,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_1g5sPgc0nr1PBzD,Study 1B,1,Practical Message,2,2,0,5,4,2,3,4,0,1,1,This author needs to provide alternative solutions if he is so critical of recycling.,Recycling may not be perfect but it is needed right now.,Ideally we should be able to convert trash into something useful with 3D printing in the future.,NA,NA,NA,2,5,2,2,32,Male,NA,English,NA,3,2,3,NA,NA,NA,2,2,4,NA,NA,NA,TRUE
R_qKMqnYcVTXQYSC5,Study 1B,1,Practical Message,4,4,4,4,3,3,3,2,-2,-2,-2,I did not know it was so bad to actually recycle,NA,NA,NA,NA,NA,4,7,1,1,25,Male,NA,English,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE
R_wMmZ7fVBjauCLbX,Study 1B,1,Practical Message,3,4,4,3,4,4,3,5,4,2,3,good to recycle,save money,save product,NA,NA,NA,6,5,3,4,43,Female,NA,Other,urdu,2,4,4,NA,NA,NA,2,4,4,NA,NA,NA,FALSE
R_3ewOq0GZzeG1RxQ,Study 1B,1,Practical Message,4,4,4,1,4,2,3,2,4,4,4,I was wondering if the information is true or not.,NA,NA,NA,NA,NA,1,7,1,2,54,Female,NA,English,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,FALSE
R_274fPaPB0eMMsA0,Study 1B,1,Practical Message,4,4,4,5,4,1,4,2,3,3,3,"I still think recycling is better than a landfill, because eventually the landfills will fill up.",Recycling creates more jobs for people.,Maybe there should be and equal balance of recycling and landfills.,NA,NA,NA,5,7,2,3,34,Female,NA,English,NA,2,2,3,NA,NA,NA,2,2,3,NA,NA,NA,FALSE
R_1K6UPnRrwp0CyZA,Study 1B,-1,Moral Message,4,4,4,5,5,1,5,2,4,4,4,Pet owners need to do a better job at making sure they take care of their animals,"Perhaps instead of reducing trucks that help reduce garage, we should reduce the amount of cars aloud on the road",Maybe we should throw all of this trash into the researchers home and see how long it takes for him to call in a fleet of trucks to take the trash away. We could then explain to him that asking to have the garage from his home removed would be harmful to the local community and wild life.,Maybe we should be worried about all of the factories in the area creating way more contamination than these trucks.,NA,NA,5,4,2,2,28,Female,NA,English,NA,3,3,2,3,NA,NA,4,3,3,3,NA,NA,TRUE
R_ZqkMnXm7M4DygMh,Study 1B,1,Practical Message,4,4,4,4,4,1,3,3,4,4,4,He didn't list the positive,The environment overall is better if people recyle,Financially maybe cities are better off not having a recycling program.,NA,NA,NA,2,6,3,2,24,Male,NA,English,NA,3,2,1,NA,NA,NA,3,2,1,NA,NA,NA,FALSE
R_3KwKghrDU7rQ5Kt,Study 1B,-1,Moral Message,4,4,4,5,5,1,3,4,3,3,3,This kind of sounds like nonsense.,There is very little supporting data.,There are limited sources mentioned to back up these claims.,Is it really more ethical and environmentally positive to stop recycling so fewer pets get killed?,NA,NA,7,3,1,1,25,Female,NA,English,NA,2,2,2,3,NA,NA,2,2,3,3,NA,NA,FALSE
R_SOwf2azsJMouYDv,Study 1B,-1,Moral Message,4,4,4,4,5,3,4,3,1,1,2,helps protect trees,takes lots of resources to recycle,takes a lot of time,"bad for animals, pets, etc",can help preserve goods,causes less treash,6,7,1,3,30,Female,NA,English,NA,3,3,3,3,3,3,2,3,4,1,2,2,FALSE
R_1kFE3S84yJTda1q,Study 1B,-1,Moral Message,4,4,4,3,4,1,4,2,4,4,4,This argument is emotion-based,I've never heard of pets not wanting to go outside due to pollution,This almost seems fabricated,I doubt these are real statistics,NA,NA,7,2,4,3,37,Female,NA,English,NA,2,3,2,2,NA,NA,2,4,2,2,NA,NA,TRUE
R_3Rl7M9oiWGhTKNp,Study 1B,1,Practical Message,4,4,4,5,5,5,5,5,3,3,3,It's important to recycle to keep a healthy world,"Even if it's more expensive, this is the method that is necessary to properly clean trash",This is necessary for a clean environment unless there's a better method,NA,NA,NA,1,2,1,1,24,Male,NA,English,NA,2,2,3,NA,NA,NA,2,2,2,NA,NA,NA,TRUE
R_2yjRFrEkHff0uCK,Study 1B,-1,Moral Message,4,4,4,5,5,1,4,4,4,4,4,"Skeptical about doubling the amount of trucks used in recycling, since my community uses the same truck for waste and recycling alike.",Considering the claim that recycling plants emit toxic fumes into the atmosphere,Not sure about the statistics of more pets killed by being run over with the implementation of recycling,"Although there may be a downside to recycling, iI think it does more good than harm and calling recycling an immoral act is quite a stretch.",NA,NA,7,6,1,2,62,Female,NA,English,NA,3,3,3,2,NA,NA,2,3,3,2,NA,NA,FALSE
R_31Yh1Kjw5iVvnsf,Study 1B,-1,Moral Message,4,4,4,5,4,3,5,2,4,4,4,Garbage Trucks kill a huge number of pets each year.,Garbage truck creates huge pollution each year.,Wildlife and nature are harmed by these toxic.,Overall recycling does more good even though a lot of animals are being killed.,NA,NA,5,4,1,1,34,Male,NA,English,NA,1,3,3,2,NA,NA,4,4,3,2,NA,NA,FALSE
R_9t9tT0BuyXMaDVn,Study 1B,-1,Moral Message,3,3,3,3,4,1,3,3,3,3,3,Citation needed,Alternative methods,NA,NA,NA,NA,5,4,1,1,20,Male,NA,English,NA,3,4,NA,NA,NA,NA,4,4,NA,NA,NA,NA,FALSE
R_2zx0p1MVlOy1T2K,Study 1B,-1,Moral Message,4,4,4,4,4,1,2,2,4,3,3,I thought the arguements given against recycling were relatively weak.,It made me consider the other side of the issue: that animals are harmed by recycling.,"It made me think about whether animal lives are more important than the environment, and I decided that the environment is more important.",NA,NA,NA,7,3,1,1,38,Male,NA,English,NA,2,3,3,NA,NA,NA,2,3,2,NA,NA,NA,FALSE
R_3q7I8SvfufVYNcK,Study 1B,-1,Moral Message,4,4,4,3,5,1,5,1,4,4,4,No sources quoted.,Doubtful assumptions.,NA,NA,NA,NA,5,3,3,3,63,Female,NA,English,NA,3,2,NA,NA,NA,NA,4,2,NA,NA,NA,NA,FALSE
R_1l4R2QuYgBSi052,Study 1B,1,Practical Message,4,4,4,5,1,1,5,4,4,4,4,recycling is great,we need to recycle,This writer is a liar,NA,NA,NA,2,5,1,1,30,Female,NA,English,NA,2,2,2,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_2fIhcX0DPUthk1g,Study 1B,1,Practical Message,0,0,0,1,5,1,3,1,0,0,0,"It might be so, but people should still recycle.",I didn't know this.,I'm surprised by this,NA,NA,NA,3,5,1,3,40,Female,NA,English,NA,2,3,3,NA,NA,NA,2,4,3,NA,NA,NA,FALSE
R_0ep3ylQe3Lcr4yZ,Study 1B,1,Practical Message,4,4,4,4,4,3,3,2,4,4,4,I only thought it was biased and that I was firm in my stance of recycling.,NA,NA,NA,NA,NA,5,4,1,1,28,Male,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_10xAWEXhHUsqlh0,Study 1B,1,Practical Message,4,4,4,5,3,2,4,4,4,4,4,Recycling still puts less garbage in landfills,I don't think they would need twice as many trucks to pick up recycling,Non-landfill garbage processing pollutes the environment as well,Recycling helps people think about what can be reused and will help them in other areas of life,NA,NA,5,7,4,5,29,Female,NA,English,NA,2,2,3,2,NA,NA,2,3,3,2,NA,NA,FALSE
R_eJ7XoO4jbu4hI9X,Study 1B,1,Practical Message,4,4,4,4,5,1,4,1,2,3,1,"Perhaps they should consider having recycling and garbage pick-up on alternate days so the size of the fleet can remain the same, and the current fleet can be used for both sides.",Can the fleet be adjusted for better energy-efficient conditions?,Is there a way to change the plants to output less damaging pollution?,It's California - is the housing market really plummeting?    I don't see that happening.  They squeeze people into the smallest spaces for the most amount of money.,NA,NA,2,6,1,4,30,Female,NA,English,NA,3,3,3,3,NA,NA,2,3,3,2,NA,NA,FALSE
R_1QrTcKT1mgSBaif,Study 1B,1,Practical Message,3,4,4,5,4,4,3,5,2,4,4,recycling helps to reuse things,it keeps stuff out of the ocean,it protects wildlife,helps the water,NA,NA,1,6,2,1,35,Female,NA,English,NA,2,3,3,4,NA,NA,2,2,2,2,NA,NA,FALSE
R_5yH8sNS9tnjqiIx,Study 1B,-1,Moral Message,4,4,4,4,5,2,4,2,3,3,3,We have limited resources so we should re-use them,I like recycling,NA,NA,NA,NA,2,4,2,4,28,Male,NA,English,NA,2,2,NA,NA,NA,NA,2,2,NA,NA,NA,NA,FALSE
R_1eQWvds3uXWYZRc,Study 1B,1,Practical Message,4,3,4,2,4,1,3,2,4,3,4,"The message mentions recycling plants cause property values to drop, but it doesn't mention how regular trash handling faculties effect the land value around them.",The message also mentions how recycling releases chemicals into the air and water but doesn't say anything about how regular trash disposable processes do the exact same thing,NA,NA,NA,NA,1,7,2,2,29,Male,NA,English,NA,3,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,FALSE
R_2TGKCLcsLBNC5Gw,Study 1B,-1,Moral Message,4,4,4,5,3,1,3,5,1,1,1,This does not sound like a professional wrote this,Would they be trying to influence me to see how much I will change my opinion of recycling based on this info?,Pets and animals can be hit by any vehichles,what is making the plants turn brown?,why do people live near these recycling plants?,if those trucks ran on better energy sources there wouldn't be so many emissions,3,5,1,1,33,Female,NA,English,NA,3,3,3,4,3,3,2,3,4,3,3,3,FALSE
R_29cyGFzNhlPpo8k,Study 1B,1,Practical Message,4,4,4,5,5,1,5,1,0,0,0,"That while it is good to recycle things, it might be worse for the environment than actually throwing things away.",The cost of recycling is not economical when you consider the savings to just throw things away.,Recycling causes a ton of pollution due to extra trucks on the roads.,"Recycling wastes resources and money due to extra receptacles needed, extra workers.",Recycling factories produce chemicals that are bad for the air and noisy.,"Recycling is actually bad, not good.",5,5,3,5,43,Female,NA,English,NA,1,1,1,3,1,1,1,1,1,1,1,1,FALSE
R_0If9xxYTi7jQKZz,Study 1B,-1,Moral Message,4,4,4,5,5,1,5,2,0,0,0,"The fact that we utilize more trucks to pickup recycling is kinda of ridiculous. Perhaps we should adopt  the use of trucks that pickup both trash and recycled materials, proportional to the amount of people recycling in a community.",NA,NA,NA,NA,NA,5,5,3,3,25,Male,NA,English,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,FALSE
R_DtJF6ZCsrN1NXSF,Study 1B,1,Practical Message,4,4,4,4,4,1,4,3,2,2,3,I thought most the problems regarding paper recycling could be solved.,I was surprised to read about how polluting paper recycling could be.,I would not want to live near a recycling plant.,NA,NA,NA,1,7,2,2,61,Male,NA,English,NA,2,3,3,NA,NA,NA,2,3,3,NA,NA,NA,FALSE
R_2chEPfSnjsRVqB4,Study 1B,1,Practical Message,-1,-2,-1,1,4,1,2,1,-3,-3,-3,This is what I've been trying to say for years - recycling is just not worth the effort,I agree with everything this man is saying,NA,NA,NA,NA,1,7,5,5,36,Female,NA,English,NA,1,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,FALSE
R_2dMwnelqRzw70Yv,Study 1B,-1,Moral Message,4,4,4,5,5,1,5,1,4,4,4,This seems to be exaggerated,Seems like they're grasping at straws,I would have to do more research to see if this is true,Seems unlikely,NA,NA,7,4,3,3,29,Female,NA,English,NA,2,2,3,4,NA,NA,2,2,3,2,NA,NA,FALSE
R_27DuO0xJE48YCMc,Study 1B,1,Practical Message,4,3,3,3,4,4,3,5,2,3,2,I'm for recycling paper since it'll be something that can end up benefitting the environment and steadily healing trees,NA,NA,NA,NA,NA,4,3,4,4,23,Male,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_1rxkmFYeZkwypc9,Study 1B,-1,Moral Message,4,4,4,5,4,1,4,3,4,4,4,I am certain that benefits of recycling outweigh the risks mentioned in the article.,We can make trucks to be more energy efficient.,"If it costs more money to recycle, it does not matter.  We need to preserve natural resources for the next generations.",NA,NA,NA,4,5,3,3,58,Female,NA,English,NA,2,3,2,NA,NA,NA,2,3,2,NA,NA,NA,FALSE
R_3COwlZThlZ6FCtm,Study 1B,1,Practical Message,4,4,4,5,5,1,4,4,4,4,4,This person is so biased...,"I need the specific data. Without proof, it's just a combination of words.",maybe there is some truth to it but the ends still justify the means.,NA,NA,NA,1,3,3,3,23,Male,NA,English,NA,2,3,3,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_1GN55LlEovfTwdE,Study 1B,-1,Moral Message,-2,-2,-2,4,4,4,4,4,3,3,3,Peta is not great source.,If true  I would consider it.,I will look more into.,Peta is always trying weird things to get attention.,I am a vegetarian. I think recycling is good.,I doubt this story is true.,5,5,2,2,26,Male,NA,English,NA,3,3,3,4,2,2,2,3,3,4,2,2,FALSE
R_2wyN5QFwB6AHkIg,Study 1B,1,Practical Message,4,4,4,3,4,3,4,4,0,0,0,I had no idea that recycling caused so many issues.,I had never considered that recycling had an impact on our water.,I had also never realized how many extra trucks recycling takes.,I wouldn't want to live near a recycling plant either.,I have never considered any of these things!!,recycling may not be such a good thing,3,6,3,3,32,Female,NA,English,NA,1,3,3,1,3,1,1,3,3,1,3,1,FALSE
R_vBk6NznMF1NhRIJ,Study 1B,1,Practical Message,4,4,4,3,5,1,5,1,4,4,4,The main thought I had was that one does not need to stop doing good just because they can't to the best.,I thought that I have no idea if what is written is true.,I thought that there is more to landfills that just the cost.,NA,NA,NA,3,5,1,1,29,Male,NA,English,NA,2,3,3,NA,NA,NA,2,3,4,NA,NA,NA,FALSE
R_qXwVnopBTJWOLZv,Study 1B,-1,Moral Message,3,2,3,4,4,1,4,2,2,2,2,"pets shouldn't be allowed outside unattended, this is not a recycling problem, this is an irresponsible pet-owner problem no, not even cats keep an eye on yo damn pets",OH NO FUMES BAD LET'S JUST? STOP RECYCLING ALL TOGETHER? INSTEAD OF TRYNA FIND A BETTER METHOD? okay bro.,there's literally no evidence to show the balance like yes fine recycling plants Bad but dumping everything in a landfill is also Bad so a little compare/contrast is in order. i'm willing to believe recycling as it currently stands is worse than dumps but just pointing out fumes exist ain't gonna cut it.,NA,NA,NA,2,4,1,1,31,Male,NA,English,NA,3,2,3,NA,NA,NA,3,2,3,NA,NA,NA,FALSE
R_2rSCoMHV3JCUBA5,Study 1B,1,Practical Message,2,2,2,2,3,1,3,2,1,1,1,Was the article accurate?,"If it was accurate, it would seem that recycling is much more inefficient than I thought.","I'm slightly reconsidering my position on recycling, but as of this point, without further information, am still slightly for it.",NA,NA,NA,1,7,2,5,41,Male,NA,English,NA,3,1,3,NA,NA,NA,3,3,2,NA,NA,NA,FALSE
R_3zcnB2V8yy3NKE1,Study 1B,-1,Moral Message,4,4,4,5,5,2,5,4,4,4,4,"Household pets should not be allowed to roam free outside, those that do will probably die at a younger age whether or not there is recycling. Only irresponsible owner allow their pets outside","Many communities, including mine, now have CLEAN AIR trucks for recycling and regular waste pickup","I would need to see prove of toxic fumes, I don't believe this is the norm","Not recycling creates massive land fills, strips our forest",NA,NA,2,1,1,1,67,Female,NA,English,NA,3,3,3,2,NA,NA,3,3,2,2,NA,NA,FALSE
R_2wv5s92Uv6DDr8L,Study 1B,-1,Moral Message,0,0,1,1,3,1,3,1,0,0,1,threat to animal life - the author provides no evidence that this is actually a result of the presence of recycling trucks.,pollution - the author also provides no evidence that this is a direct result of having more recycling trucks.,"finally, the author's citing of ""morality"" indicates that these are just his personal beliefs, not an intelligent discussion of the pros and cons of recycling.",NA,NA,NA,6,4,3,3,39,Female,NA,English,NA,3,3,2,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_21h7BpZHhT8N2yY,Study 1B,1,Practical Message,4,4,4,4,3,1,5,1,4,4,4,Global climate change is a real problem.,This guy is an idiot.,Saving money doesn't matter if we all die.,Having dirty water is not worth saving money.,Having dirty air is not worth saving money.,Its worth the cost if we do not go extinct.,1,1,1,1,31,Male,NA,English,NA,4,2,3,2,2,2,4,2,2,2,2,2,FALSE
R_Tqmkd81TAIxBtsJ,Study 1B,-1,Moral Message,3,2,4,3,4,1,3,1,3,2,3,electric trucks would reduce the pollution problem,pets being run over is more of a domestication issue,this article feels too alarmist,NA,NA,NA,5,2,1,3,26,Male,NA,English,NA,3,3,2,NA,NA,NA,2,3,3,NA,NA,NA,FALSE
R_116qI5WGS1ZCeX7,Study 1B,1,Practical Message,4,4,4,5,5,1,5,4,4,4,4,Interesting,never thought about it that way,still think recycling is worth it,NA,NA,NA,1,7,1,2,38,Female,NA,English,NA,3,3,2,NA,NA,NA,3,3,2,NA,NA,NA,FALSE
R_Zwntpet26y2l7qN,Study 1B,-1,Moral Message,4,4,4,5,5,4,5,3,1,0,0,Animals harmed because of recycling,Maybe the government could allow the trucks to pick up the recycled trash on a timely basis.,I did not know it would be that harmful,NA,NA,NA,7,7,1,1,45,Female,NA,English,NA,1,3,1,NA,NA,NA,3,3,3,NA,NA,NA,FALSE
R_2YJwQ0DR6NyXMib,Study 1B,-1,Moral Message,3,3,3,4,4,3,4,2,2,2,2,The article seemed like it might be fake.,Some of the arguments seemed somewhat plausible but the extent of the harm seems unlikely.,It ignored many benefits of recycling.,NA,NA,NA,6,4,3,2,28,Male,NA,English,NA,2,3,2,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_1pWMorT1cBPmpdz,Study 1B,-1,Moral Message,4,4,4,5,5,3,4,3,2,2,2,"There are risks with everything, I still think recycling is the best thing to do.",I wonder how true it is about that many animals being killed.,You can't blame all the pollution on the trucks,"I am still going to recycle, this article didn't change my mind.",NA,NA,4,4,4,4,45,Female,NA,English,NA,2,3,3,2,NA,NA,2,4,2,2,NA,NA,FALSE
R_1jwjuHK6IHz22VZ,Study 1B,1,Practical Message,4,4,4,5,5,1,5,3,0,0,0,What is the alternative to recycling.,It is better to recycle than to have trash laying around everywhere polluting the water and the land.,There is no good solution,We should create products that biodegrade.,NA,NA,7,7,2,2,29,Female,NA,English,NA,3,2,3,3,NA,NA,3,2,3,3,NA,NA,FALSE
R_3Em0KNLLpfJpvRd,Study 1B,1,Practical Message,4,4,4,4,4,1,4,4,0,0,0,There were a lot of good points.,"I wonder how that has affected the cost in my city.  Garbage rates have gone up, not down.",Maybe using a landfill is more environmentally smart.,I wonder how true these points are?,NA,NA,6,7,5,5,45,Female,NA,English,NA,1,3,3,3,NA,NA,1,3,1,3,NA,NA,FALSE
R_2YJjF8pIzDLokYS,Study 1B,1,Practical Message,4,3,4,3,4,3,3,2,3,2,3,I feel like we have made substantial progress in recycling. Going from 9 percent to 30 is a large portion.,NA,NA,NA,NA,NA,4,4,3,3,21,Male,NA,English,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,FALSE
R_3FXSb4x3KJMfpPt,Study 1B,-1,Moral Message,2,3,2,3,3,3,2,2,0,0,0,I've heard similar arguments before.,A lot of the argument really makes sense if you stop and think about it.,"This falls right in line with the typical ""wasteful and inefficient"" norm of our government.","I've always been somewhat suspicious of things that were deemed to be ""environmentally friendly"". I know a lot of people do have honorable intentions, but there is a lot of false advertising and propaganda out there too.","If people in that area knew these facts I bet most would still do it just so they could continue to feel more ""enlightened"" and/or morally superior to the rest of us...",NA,7,5,2,2,34,Male,NA,English,NA,3,1,3,3,3,NA,3,1,3,3,3,NA,FALSE
R_AooY9smNYFK5iwN,Study 1B,-1,Moral Message,4,4,4,5,3,4,4,5,4,4,4,the idea that recycling does more harm than it does good sounds fake,"it is practical, having nothing to do with morality",using pollution seems like stretching this argument,i am not sure anyone would use ''trucks running over pets'' against reclycling,i have never heard about recycling being the cause of  ''leaching'' chemicals into the ground,I have never known that recycling harms the wild animals,2,3,2,4,41,Female,NA,English,NA,2,4,3,3,3,3,2,2,2,3,3,3,FALSE
R_1pWjAPIcS2O4tny,Study 1B,1,Practical Message,4,4,4,5,2,1,4,5,2,2,2,I had a feeling that the costs of recycling when be brought up in relation to the economy.,"Despite the costs to society, I'm still not seeing a replacement solution for recycling that still gives society and incentive to protect the environment from human-made materials. While I'm not saying any one person should be help responsible for those ideas, America invests far more money into much more expensive causes - often at the disapproval of even the people that were given the money in the first place.","I'm not quite certain if my intentions behind evironmental safety, in general, is all that well thought out. I'm assuming it's not considering I can't think of the non-monetary problems that recycling can cause, despite it's price adjustments or funding later.","Even though the cost of recycling is excessive - a lot of countries needing to limit their pollution production and teaching this nation, and theirs, how to better respect their environment is pretty mandatory for me. The excess waste in those nations, and ours, is gonna come back to haunt us.",NA,NA,1,6,1,1,26,Female,NA,English,NA,3,3,3,3,NA,NA,3,2,3,2,NA,NA,FALSE
R_2z6oGJ4Xj3ZsoeD,Study 1B,-1,Moral Message,4,4,4,4,5,2,4,3,3,3,3,First of all I don't know if what he said is actually true.  People make up arguments for or against things all the time.,"Overall,  recycling still has a net positive because we are taking waste and creating new stuff from it instead of letting garbage pile up and do nothing with it.","I still approve of recycling.  It's true that we can try to reduce the amount of products we use in general,  but for the time being it's still a good thing until something else changes.",NA,NA,NA,4,5,4,4,39,Male,NA,English,NA,3,2,2,NA,NA,NA,2,2,2,NA,NA,NA,FALSE
R_2cuB9usuym1udhC,Study 1B,1,Practical Message,4,4,4,4,5,1,5,2,4,4,4,Yes it may be expensive but think about the environment,LA does have a lot of traffic,I wish my city had more recycling,NA,NA,NA,2,6,1,1,24,Female,NA,English,NA,2,3,2,NA,NA,NA,2,4,2,NA,NA,NA,FALSE
R_DbIddGg7H7Oik0h,Study 1B,1,Practical Message,2,2,3,4,3,3,2,3,-2,-2,-2,i think that recycling can be useful,i think that it can also be costly.,i think i should try to recycle at home as much as possible.,NA,NA,NA,3,3,1,1,45,Female,NA,English,NA,2,1,2,NA,NA,NA,2,3,2,NA,NA,NA,FALSE
